BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME,MONTH,HOUR,DAY_WEEK,DAY,CASUALTIES,icon
MANHATTAN,10038.0,40.709557,-74.00644,Passing Too Closely,Taxi,2018-06-28 15:28:00,June,15,Thursday,28,No Damage,rain
MANHATTAN,10027.0,40.809605,-73.94981,Passenger Distraction,Taxi,2018-06-23 19:15:00,June,19,Saturday,23,No Damage,rain
MANHATTAN,10282.0,40.725937,-74.01103,Driver Inattention/Distraction,Taxi,2018-07-03 19:00:00,July,19,Tuesday,3,No Damage,rain
MANHATTAN,10001.0,40.748466,-73.99247,Driver Inattention/Distraction,Taxi,2018-06-20 14:30:00,June,14,Wednesday,20,No Damage,partly-cloudy
MANHATTAN,10016.0,40.7453,-73.986855,Passing or Lane Usage Improper,Taxi,2018-06-16 20:30:00,June,20,Saturday,16,No Damage,clear
MANHATTAN,10023.0,40.77178,-73.9792,Driver Inattention/Distraction,Taxi,2018-06-12 01:44:00,June,1,Tuesday,12,Injured or Killed,clear
BROOKLYN,11226.0,40.639763,-73.958015,Unspecified,Taxi,2018-06-20 19:15:00,June,19,Wednesday,20,No Damage,partly-cloudy
QUEENS,11373.0,40.737694,-73.88224,Following Too Closely,Taxi,2018-06-30 16:50:00,June,16,Saturday,30,Injured or Killed,clear
BRONX,10457.0,40.843002,-73.90359,Unspecified,Taxi,2018-06-21 17:15:00,June,17,Thursday,21,Injured or Killed,rain
MANHATTAN,10009.0,40.729008,-73.98315,Unspecified,Taxi,2018-07-05 18:30:00,July,18,Thursday,5,No Damage,partly-cloudy
MANHATTAN,10002.0,40.71467,-73.98234,Following Too Closely,Taxi,2018-06-30 19:04:00,June,19,Saturday,30,No Damage,clear
MANHATTAN,10001.0,40.753387,-73.99631,Unsafe Lane Changing,Taxi,2018-06-23 00:25:00,June,0,Saturday,23,No Damage,rain
MANHATTAN,10001.0,40.747894,-73.989174,Outside Car Distraction,Taxi,2018-06-28 13:30:00,June,13,Thursday,28,No Damage,rain
MANHATTAN,10003.0,40.73426,-73.98356,Passing or Lane Usage Improper,Taxi,2018-06-22 13:23:00,June,13,Friday,22,No Damage,partly-cloudy
MANHATTAN,10019.0,40.764053,-73.99225,Unsafe Lane Changing,Taxi,2018-06-14 10:15:00,June,10,Thursday,14,No Damage,clear
BROOKLYN,11242.0,40.700836,-73.99495,Unspecified,Taxi,2018-06-14 04:43:00,June,4,Thursday,14,No Damage,clear
MANHATTAN,10018.0,40.75649,-73.997765,Backing Unsafely,Taxi,2018-06-19 14:00:00,June,14,Tuesday,19,No Damage,rain
MANHATTAN,10016.0,40.746414,-73.98184,Unsafe Lane Changing,Taxi,2018-06-22 14:00:00,June,14,Friday,22,No Damage,partly-cloudy
MANHATTAN,10027.0,40.810062,-73.95497,Unsafe Speed,Taxi,2018-06-15 17:10:00,June,17,Friday,15,Injured or Killed,partly-cloudy
MANHATTAN,10032.0,40.841396,-73.94257,Passenger Distraction,Taxi,2018-06-27 13:37:00,June,13,Wednesday,27,Injured or Killed,rain
MANHATTAN,10001.0,40.746002,-73.99427,Turning Improperly,Taxi,2018-06-23 21:52:00,June,21,Saturday,23,No Damage,rain
MANHATTAN,10025.0,40.8022,-73.9678,Unspecified,Taxi,2018-06-28 10:39:00,June,10,Thursday,28,No Damage,rain
MANHATTAN,10018.0,40.75561,-73.99097,Unsafe Lane Changing,Taxi,2018-06-29 14:30:00,June,14,Friday,29,No Damage,rain
MANHATTAN,10110.0,40.753586,-73.98083,Unsafe Lane Changing,Taxi,2018-06-25 18:02:00,June,18,Monday,25,No Damage,rain
BROOKLYN,11207.0,40.6638,-73.882675,Driver Inattention/Distraction,Taxi,2018-06-27 11:00:00,June,11,Wednesday,27,No Damage,rain
QUEENS,11354.0,40.770245,-73.815735,Traffic Control Disregarded,Taxi,2018-07-02 13:00:00,July,13,Monday,2,No Damage,rain
BROOKLYN,11249.0,40.711006,-73.96538,Following Too Closely,Taxi,2018-07-04 22:35:00,July,22,Wednesday,4,No Damage,clear
MANHATTAN,10013.0,40.720627,-74.00522,Other Vehicular,Taxi,2018-06-17 11:00:00,June,11,Sunday,17,No Damage,clear
QUEENS,11434.0,40.684277,-73.78302,Unspecified,Taxi,2018-06-18 12:35:00,June,12,Monday,18,No Damage,rain
BRONX,10457.0,40.84536,-73.89684,Driver Inattention/Distraction,Taxi,2018-06-26 13:25:00,June,13,Tuesday,26,No Damage,clear
BRONX,10451.0,40.818558,-73.92732,Driver Inattention/Distraction,Taxi,2018-07-05 07:50:00,July,7,Thursday,5,No Damage,partly-cloudy
MANHATTAN,10017.0,40.750763,-73.97446,Driver Inexperience,Taxi,2018-06-17 14:40:00,June,14,Sunday,17,No Damage,clear
MANHATTAN,10036.0,40.758533,-73.98885,Unspecified,Taxi,2018-06-24 19:25:00,June,19,Sunday,24,No Damage,rain
QUEENS,11373.0,40.74094,-73.870865,Failure to Yield Right-of-Way,Taxi,2018-07-01 19:00:00,July,19,Sunday,1,No Damage,clear
BROOKLYN,11207.0,40.663246,-73.89561,Driver Inattention/Distraction,Ambulance,2018-07-03 12:30:00,July,12,Tuesday,3,No Damage,rain
MANHATTAN,10016.0,40.743942,-73.983635,Traffic Control Disregarded,Taxi,2018-06-22 01:16:00,June,1,Friday,22,No Damage,partly-cloudy
MANHATTAN,10018.0,40.757732,-73.99686,Passing or Lane Usage Improper,Taxi,2018-06-20 16:10:00,June,16,Wednesday,20,No Damage,partly-cloudy
MANHATTAN,10013.0,40.720116,-74.01019,Driver Inattention/Distraction,Taxi,2018-07-05 17:45:00,July,17,Thursday,5,No Damage,partly-cloudy
BROOKLYN,11228.0,40.623554,-74.00669,Passing Too Closely,Ambulance,2018-07-01 21:18:00,July,21,Sunday,1,No Damage,clear
BRONX,10456.0,40.81924,-73.90456,Passing Too Closely,Fire truck,2018-06-20 14:22:00,June,14,Wednesday,20,No Damage,partly-cloudy
MANHATTAN,10006.0,40.709686,-74.01168,Driver Inattention/Distraction,Taxi,2018-06-14 00:00:00,June,0,Thursday,14,No Damage,clear
MANHATTAN,10022.0,40.762054,-73.971794,Passenger Distraction,Taxi,2018-06-14 15:00:00,June,15,Thursday,14,No Damage,clear
MANHATTAN,10011.0,40.73755,-74.000435,Driver Inattention/Distraction,Taxi,2018-06-23 12:00:00,June,12,Saturday,23,No Damage,rain
MANHATTAN,10012.0,40.72709,-73.991554,Passing or Lane Usage Improper,Ambulance,2018-07-05 18:14:00,July,18,Thursday,5,Injured or Killed,partly-cloudy
QUEENS,11435.0,40.68718,-73.79914,Failure to Yield Right-of-Way,Taxi,2018-06-18 08:45:00,June,8,Monday,18,No Damage,rain
QUEENS,11373.0,40.74156,-73.88065,Failure to Yield Right-of-Way,Ambulance,2018-06-28 20:00:00,June,20,Thursday,28,Injured or Killed,rain
MANHATTAN,10011.0,40.744034,-74.00313,Unsafe Lane Changing,Taxi,2018-07-05 21:50:00,July,21,Thursday,5,Injured or Killed,partly-cloudy
MANHATTAN,10018.0,40.75377,-73.98938,Unspecified,Taxi,2018-06-24 18:00:00,June,18,Sunday,24,No Damage,rain
MANHATTAN,10022.0,40.75645,-73.97032,Driver Inattention/Distraction,Taxi,2018-06-21 08:03:00,June,8,Thursday,21,No Damage,rain
MANHATTAN,10018.0,40.759514,-73.99926,Following Too Closely,Taxi,2018-06-21 22:15:00,June,22,Thursday,21,No Damage,rain
QUEENS,11372.0,40.74887,-73.89256,Backing Unsafely,Taxi,2018-06-15 02:30:00,June,2,Friday,15,No Damage,partly-cloudy
BRONX,10461.0,40.840874,-73.84567,Driver Inattention/Distraction,Taxi,2018-06-13 06:30:00,June,6,Wednesday,13,No Damage,rain
MANHATTAN,10017.0,40.75524,-73.97328,Unsafe Lane Changing,Taxi,2018-07-01 11:40:00,July,11,Sunday,1,Injured or Killed,clear
MANHATTAN,10014.0,40.74094,-74.007484,Driver Inattention/Distraction,Taxi,2018-06-17 02:30:00,June,2,Sunday,17,Injured or Killed,clear
MANHATTAN,10028.0,40.778862,-73.958176,Unspecified,Taxi,2018-06-24 05:10:00,June,5,Sunday,24,No Damage,rain
MANHATTAN,10030.0,40.815304,-73.94371,Turning Improperly,Taxi,2018-06-29 20:00:00,June,20,Friday,29,Injured or Killed,rain
MANHATTAN,10019.0,40.762966,-73.973976,Unspecified,Taxi,2018-07-02 19:35:00,July,19,Monday,2,No Damage,rain
MANHATTAN,10026.0,40.80428,-73.95175,Driver Inattention/Distraction,Taxi,2018-07-01 15:15:00,July,15,Sunday,1,No Damage,clear
BRONX,10467.0,40.88045,-73.88251,Unspecified,Taxi,2018-07-02 08:51:00,July,8,Monday,2,No Damage,rain
MANHATTAN,10035.0,40.7808,-73.954636,Driver Inattention/Distraction,Taxi,2018-06-20 14:00:00,June,14,Wednesday,20,No Damage,partly-cloudy
BRONX,10470.0,40.897118,-73.872604,View Obstructed/Limited,Ambulance,2018-06-28 22:00:00,June,22,Thursday,28,No Damage,rain
MANHATTAN,10016.0,40.74715,-73.985504,Unspecified,Taxi,2018-06-14 13:24:00,June,13,Thursday,14,No Damage,clear
BROOKLYN,11201.0,40.68817,-73.98399,Turning Improperly,Taxi,2018-06-28 22:00:00,June,22,Thursday,28,No Damage,rain
MANHATTAN,10022.0,40.7606,-73.96434,Passing or Lane Usage Improper,Taxi,2018-06-16 09:40:00,June,9,Saturday,16,No Damage,clear
MANHATTAN,10010.0,40.739964,-73.99073,Backing Unsafely,Taxi,2018-07-02 10:30:00,July,10,Monday,2,No Damage,rain
MANHATTAN,10016.0,40.74544,-73.9754,Failure to Keep Right,Taxi,2018-06-26 00:20:00,June,0,Tuesday,26,No Damage,clear
QUEENS,11377.0,40.748547,-73.89584,Failure to Yield Right-of-Way,Taxi,2018-06-24 16:28:00,June,16,Sunday,24,No Damage,rain
BRONX,10456.0,40.834946,-73.90812,Driver Inattention/Distraction,Taxi,2018-06-24 15:55:00,June,15,Sunday,24,Injured or Killed,rain
MANHATTAN,10027.0,40.81084,-73.95068,Passing or Lane Usage Improper,Taxi,2018-06-29 11:42:00,June,11,Friday,29,No Damage,rain
MANHATTAN,10022.0,40.7606,-73.96434,Turning Improperly,Taxi,2018-06-18 07:15:00,June,7,Monday,18,No Damage,rain
MANHATTAN,10027.0,40.80907,-73.94455,Other Vehicular,Taxi,2018-06-22 14:36:00,June,14,Friday,22,No Damage,partly-cloudy
BROOKLYN,11207.0,40.66345,-73.88349,Unspecified,Taxi,2018-06-15 01:50:00,June,1,Friday,15,Injured or Killed,partly-cloudy
MANHATTAN,10129.0,40.79172,-73.95299,Unsafe Lane Changing,Taxi,2018-06-20 12:00:00,June,12,Wednesday,20,No Damage,partly-cloudy
MANHATTAN,10013.0,40.72368,-74.00365,Driver Inexperience,Taxi,2018-06-16 22:00:00,June,22,Saturday,16,No Damage,clear
MANHATTAN,10016.0,40.7491,-73.984085,Failure to Yield Right-of-Way,Taxi,2018-07-05 09:10:00,July,9,Thursday,5,No Damage,partly-cloudy
MANHATTAN,10065.0,40.76416,-73.968895,Failure to Yield Right-of-Way,Taxi,2018-06-21 12:00:00,June,12,Thursday,21,No Damage,rain
MANHATTAN,10128.0,40.78389,-73.950294,Passing Too Closely,Taxi,2018-06-19 06:35:00,June,6,Tuesday,19,No Damage,rain
MANHATTAN,10119.0,40.751522,-73.99396,Passing or Lane Usage Improper,Taxi,2018-06-14 02:00:00,June,2,Thursday,14,No Damage,clear
MANHATTAN,10033.0,40.844788,-73.93705,Unspecified,Taxi,2018-06-22 09:00:00,June,9,Friday,22,No Damage,partly-cloudy
BRONX,10459.0,40.828697,-73.888054,Driver Inattention/Distraction,Taxi,2018-06-20 19:00:00,June,19,Wednesday,20,No Damage,partly-cloudy
MANHATTAN,10011.0,40.745426,-74.00825,Passing Too Closely,Taxi,2018-06-21 03:15:00,June,3,Thursday,21,No Damage,rain
BRONX,10454.0,40.809563,-73.92923,Driver Inattention/Distraction,Ambulance,2018-06-15 22:50:00,June,22,Friday,15,Injured or Killed,partly-cloudy
QUEENS,11103.0,40.761692,-73.91789,Failure to Yield Right-of-Way,Taxi,2018-06-28 11:35:00,June,11,Thursday,28,No Damage,rain
MANHATTAN,10011.0,40.745228,-74.00597,Passing or Lane Usage Improper,Taxi,2018-06-29 08:41:00,June,8,Friday,29,No Damage,rain
MANHATTAN,10035.0,40.804375,-73.93742,Unspecified,Taxi,2018-07-03 00:00:00,July,0,Tuesday,3,No Damage,rain
MANHATTAN,10024.0,40.788418,-73.97077,Driver Inattention/Distraction,Taxi,2018-06-20 17:50:00,June,17,Wednesday,20,No Damage,partly-cloudy
MANHATTAN,10454.0,40.804066,-73.93117,Failure to Yield Right-of-Way,Taxi,2018-06-28 14:30:00,June,14,Thursday,28,No Damage,rain
MANHATTAN,10007.0,40.71299,-74.00418,Unsafe Lane Changing,Taxi,2018-06-27 13:00:00,June,13,Wednesday,27,No Damage,rain
MANHATTAN,10016.0,40.74544,-73.9754,Driver Inattention/Distraction,Taxi,2018-07-02 14:00:00,July,14,Monday,2,No Damage,rain
BRONX,10455.0,40.810085,-73.90803,Backing Unsafely,Taxi,2018-06-14 21:16:00,June,21,Thursday,14,No Damage,clear
MANHATTAN,10024.0,40.79124,-73.9794,Following Too Closely,Taxi,2018-06-13 09:29:00,June,9,Wednesday,13,No Damage,rain
MANHATTAN,10035.0,40.805058,-73.93904,Driver Inattention/Distraction,Taxi,2018-06-12 14:25:00,June,14,Tuesday,12,No Damage,clear
MANHATTAN,10018.0,40.759514,-73.99926,Oversized Vehicle,Taxi,2018-07-03 12:56:00,July,12,Tuesday,3,No Damage,rain
MANHATTAN,10001.0,40.750294,-73.99485,Driver Inattention/Distraction,Taxi,2018-06-23 11:00:00,June,11,Saturday,23,No Damage,rain
MANHATTAN,10033.0,40.848118,-73.93089,Following Too Closely,Taxi,2018-07-02 15:00:00,July,15,Monday,2,No Damage,rain
BRONX,10467.0,40.879375,-73.86157,Failure to Yield Right-of-Way,Taxi,2018-06-16 09:55:00,June,9,Saturday,16,No Damage,clear
MANHATTAN,10075.0,40.775,-73.9631,Unspecified,Taxi,2018-07-01 14:32:00,July,14,Sunday,1,No Damage,clear
QUEENS,11106.0,40.752846,-73.92727,Driver Inattention/Distraction,Taxi,2018-06-22 04:55:00,June,4,Friday,22,No Damage,partly-cloudy
BROOKLYN,11237.0,40.698246,-73.98055,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-06-28 08:10:00,June,8,Thursday,28,No Damage,rain
MANHATTAN,10002.0,40.718143,-73.993835,Failure to Yield Right-of-Way,Taxi,2018-06-16 00:35:00,June,0,Saturday,16,No Damage,clear
MANHATTAN,10010.0,40.7366,-73.98185,Driver Inattention/Distraction,Taxi,2018-06-19 18:50:00,June,18,Tuesday,19,No Damage,rain
MANHATTAN,10003.0,40.73166,-73.98545,Unspecified,Taxi,2018-06-20 10:30:00,June,10,Wednesday,20,No Damage,partly-cloudy
BRONX,10456.0,40.83228,-73.90963,Failure to Yield Right-of-Way,Taxi,2018-06-28 21:23:00,June,21,Thursday,28,Injured or Killed,rain
MANHATTAN,10001.0,40.748436,-73.9962,Driver Inattention/Distraction,Taxi,2018-06-29 02:50:00,June,2,Friday,29,No Damage,rain
MANHATTAN,10036.0,40.755566,-73.986465,Turning Improperly,Taxi,2018-06-19 04:20:00,June,4,Tuesday,19,Injured or Killed,rain
MANHATTAN,10035.0,40.78503,-73.94058,Driver Inattention/Distraction,Taxi,2018-06-18 13:10:00,June,13,Monday,18,No Damage,rain
QUEENS,11370.0,40.76501,-73.8871,Following Too Closely,Taxi,2018-07-02 10:31:00,July,10,Monday,2,Injured or Killed,rain
MANHATTAN,10031.0,40.82451,-73.95186,Other Vehicular,Ambulance,2018-07-04 12:50:00,July,12,Wednesday,4,No Damage,clear
MANHATTAN,10035.0,40.802753,-73.93358,Failure to Yield Right-of-Way,Ambulance,2018-07-02 18:54:00,July,18,Monday,2,Injured or Killed,rain
MANHATTAN,10028.0,40.776875,-73.94938,Driver Inattention/Distraction,Taxi,2018-06-24 20:00:00,June,20,Sunday,24,No Damage,rain
BROOKLYN,11217.0,40.68444,-73.97772,Driver Inattention/Distraction,Taxi,2018-06-28 22:50:00,June,22,Thursday,28,Injured or Killed,rain
MANHATTAN,10022.0,40.763588,-73.97142,Unspecified,Taxi,2018-06-26 14:11:00,June,14,Tuesday,26,No Damage,clear
BROOKLYN,11208.0,40.67572,-73.87277,Passing Too Closely,Ambulance,2018-06-12 13:56:00,June,13,Tuesday,12,No Damage,clear
BRONX,10451.0,40.816532,-73.92822,Unspecified,Taxi,2018-06-22 17:14:00,June,17,Friday,22,Injured or Killed,partly-cloudy
MANHATTAN,10178.0,40.75022,-73.979065,Backing Unsafely,Taxi,2018-06-18 12:30:00,June,12,Monday,18,No Damage,rain
QUEENS,11421.0,40.7056,-73.85822,Following Too Closely,Taxi,2018-06-19 15:40:00,June,15,Tuesday,19,No Damage,rain
MANHATTAN,10009.0,40.723503,-73.97929,Unspecified,Taxi,2018-06-22 19:40:00,June,19,Friday,22,Injured or Killed,partly-cloudy
BRONX,10461.0,40.852573,-73.853165,Failure to Yield Right-of-Way,Taxi,2018-06-12 11:08:00,June,11,Tuesday,12,Injured or Killed,clear
QUEENS,11105.0,40.77345,-73.91398,Driver Inattention/Distraction,Taxi,2018-06-18 19:10:00,June,19,Monday,18,No Damage,rain
MANHATTAN,10023.0,40.779804,-73.98448,Other Vehicular,Taxi,2018-06-14 19:18:00,June,19,Thursday,14,No Damage,clear
MANHATTAN,10025.0,40.799786,-73.968216,Driver Inattention/Distraction,Taxi,2018-07-01 13:39:00,July,13,Sunday,1,Injured or Killed,clear
MANHATTAN,10027.0,40.810764,-73.9526,Following Too Closely,Taxi,2018-06-16 18:20:00,June,18,Saturday,16,No Damage,clear
MANHATTAN,10012.0,40.72495,-73.99492,Driver Inattention/Distraction,Taxi,2018-06-27 18:58:00,June,18,Wednesday,27,Injured or Killed,rain
MANHATTAN,10027.0,40.807037,-73.949745,Driver Inattention/Distraction,Taxi,2018-07-03 12:15:00,July,12,Tuesday,3,No Damage,rain
MANHATTAN,10019.0,40.763428,-73.99271,Driver Inattention/Distraction,Taxi,2018-06-25 18:40:00,June,18,Monday,25,No Damage,rain
MANHATTAN,10019.0,40.76636,-73.97789,Traffic Control Disregarded,Taxi,2018-06-30 11:58:00,June,11,Saturday,30,No Damage,clear
MANHATTAN,10013.0,40.719246,-74.01242,Unsafe Lane Changing,Taxi,2018-06-22 11:32:00,June,11,Friday,22,No Damage,partly-cloudy
MANHATTAN,10009.0,40.726864,-73.97991,Driver Inattention/Distraction,Taxi,2018-06-25 19:25:00,June,19,Monday,25,Injured or Killed,rain
MANHATTAN,10018.0,40.75394,-73.98984,Driver Inattention/Distraction,Taxi,2018-06-18 15:00:00,June,15,Monday,18,No Damage,rain
MANHATTAN,10016.0,40.750904,-73.98068,Driver Inattention/Distraction,Taxi,2018-06-19 22:35:00,June,22,Tuesday,19,No Damage,rain
MANHATTAN,10065.0,40.76786,-73.96408,Unspecified,Taxi,2018-06-22 10:00:00,June,10,Friday,22,No Damage,partly-cloudy
MANHATTAN,10075.0,40.777,-73.96164,Unspecified,Taxi,2018-07-04 01:30:00,July,1,Wednesday,4,No Damage,clear
BRONX,10452.0,40.83163,-73.92252,Unspecified,Taxi,2018-06-29 21:40:00,June,21,Friday,29,No Damage,rain
MANHATTAN,10017.0,40.750492,-73.97172,Following Too Closely,Taxi,2018-06-19 16:25:00,June,16,Tuesday,19,No Damage,rain
QUEENS,11101.0,40.752228,-73.93911,Passenger Distraction,Taxi,2018-06-21 18:20:00,June,18,Thursday,21,No Damage,rain
MANHATTAN,10002.0,40.7048,-73.98922,Driver Inattention/Distraction,Taxi,2018-06-25 04:10:00,June,4,Monday,25,No Damage,rain
MANHATTAN,10022.0,40.762177,-73.96613,Driver Inattention/Distraction,Taxi,2018-06-29 01:39:00,June,1,Friday,29,Injured or Killed,rain
BRONX,10458.0,40.86028,-73.89405,Unspecified,Taxi,2018-06-16 00:00:00,June,0,Saturday,16,Injured or Killed,clear
MANHATTAN,10028.0,40.780174,-73.95932,Following Too Closely,Taxi,2018-06-03 11:30:00,June,11,Sunday,3,No Damage,rain
MANHATTAN,10036.0,40.756767,-73.98272,Passing or Lane Usage Improper,Taxi,2018-06-10 03:51:00,June,3,Sunday,10,No Damage,cloudy
BROOKLYN,11230.0,40.615204,-73.96337,Driver Inattention/Distraction,Taxi,2018-06-05 14:50:00,June,14,Tuesday,5,No Damage,partly-cloudy
BRONX,10454.0,40.80405,-73.91737,Following Too Closely,Taxi,2018-06-09 23:56:00,June,23,Saturday,9,Injured or Killed,clear
MANHATTAN,10017.0,40.757175,-73.97788,Turning Improperly,Taxi,2018-06-02 19:00:00,June,19,Saturday,2,No Damage,rain
MANHATTAN,10014.0,40.731064,-74.00142,Following Too Closely,Taxi,2018-06-07 21:00:00,June,21,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10003.0,40.735985,-73.98399,Driver Inattention/Distraction,Taxi,2018-06-08 06:45:00,June,6,Friday,8,No Damage,partly-cloudy
MANHATTAN,10128.0,40.78336,-73.95489,Driver Inexperience,Taxi,2018-06-06 17:30:00,June,17,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10032.0,40.84048,-73.93647,Unspecified,Taxi,2018-06-07 09:01:00,June,9,Thursday,7,No Damage,partly-cloudy
QUEENS,11370.0,40.773464,-73.891365,Passing Too Closely,Taxi,2018-06-01 02:44:00,June,2,Friday,1,No Damage,rain
BROOKLYN,11218.0,40.64742,-73.96825,Passing Too Closely,Taxi,2018-06-12 08:45:00,June,8,Tuesday,12,No Damage,clear
BROOKLYN,11234.0,40.61448,-73.92641,Driver Inexperience,Taxi,2018-06-01 13:00:00,June,13,Friday,1,No Damage,rain
MANHATTAN,10065.0,40.766556,-73.96294,Driver Inattention/Distraction,Taxi,2018-06-01 06:14:00,June,6,Friday,1,No Damage,rain
MANHATTAN,10011.0,40.74889,-74.00703,Following Too Closely,Taxi,2018-06-03 12:45:00,June,12,Sunday,3,No Damage,rain
BROOKLYN,11235.0,40.575836,-73.960396,Passing Too Closely,Taxi,2018-06-11 22:25:00,June,22,Monday,11,No Damage,rain
MANHATTAN,10016.0,40.745724,-73.97813,Failure to Yield Right-of-Way,Taxi,2018-06-02 03:15:00,June,3,Saturday,2,No Damage,rain
BROOKLYN,11220.0,40.639294,-74.01279,Other Vehicular,Taxi,2018-06-07 13:19:00,June,13,Thursday,7,No Damage,partly-cloudy
QUEENS,11428.0,40.71719,-73.75215,Unspecified,Taxi,2018-06-10 09:00:00,June,9,Sunday,10,No Damage,cloudy
MANHATTAN,10027.0,40.81275,-73.94558,Following Too Closely,Taxi,2018-06-02 13:30:00,June,13,Saturday,2,Injured or Killed,rain
QUEENS,11416.0,40.682987,-73.86195,Driver Inattention/Distraction,Ambulance,2018-06-11 15:20:00,June,15,Monday,11,No Damage,rain
MANHATTAN,10013.0,40.7177,-74.00239,Passing Too Closely,Ambulance,2018-06-09 12:38:00,June,12,Saturday,9,No Damage,clear
MANHATTAN,10036.0,40.757336,-73.98973,Unspecified,Taxi,2018-06-01 14:20:00,June,14,Friday,1,No Damage,rain
BROOKLYN,11251.0,40.699955,-73.98682,Unspecified,Taxi,2018-06-03 15:20:00,June,15,Sunday,3,Injured or Killed,rain
MANHATTAN,10028.0,40.777634,-73.961174,Driver Inattention/Distraction,Taxi,2018-06-12 08:06:00,June,8,Tuesday,12,No Damage,clear
MANHATTAN,10019.0,40.7429,-73.99281,Driver Inattention/Distraction,Taxi,2018-06-01 08:10:00,June,8,Friday,1,No Damage,rain
QUEENS,11105.0,40.76682,-73.904,Driver Inattention/Distraction,Taxi,2018-06-11 09:50:00,June,9,Monday,11,No Damage,rain
MANHATTAN,10023.0,40.773975,-73.98875,Driver Inattention/Distraction,Taxi,2018-06-02 01:00:00,June,1,Saturday,2,No Damage,rain
MANHATTAN,10009.0,40.728474,-73.9757,Following Too Closely,Taxi,2018-06-03 13:30:00,June,13,Sunday,3,No Damage,rain
BROOKLYN,11235.0,40.580772,-73.96556,Driver Inattention/Distraction,Taxi,2018-06-04 14:00:00,June,14,Monday,4,No Damage,rain
BRONX,10453.0,40.84519,-73.9112,Other Vehicular,Taxi,2018-06-01 22:55:00,June,22,Friday,1,Injured or Killed,rain
MANHATTAN,10032.0,40.835308,-73.94398,Traffic Control Disregarded,Taxi,2018-06-03 04:45:00,June,4,Sunday,3,No Damage,rain
MANHATTAN,10011.0,40.744015,-74.00851,Backing Unsafely,Taxi,2018-06-09 19:30:00,June,19,Saturday,9,No Damage,clear
MANHATTAN,10001.0,40.752052,-74.000984,Unsafe Lane Changing,Taxi,2018-06-04 11:35:00,June,11,Monday,4,No Damage,rain
BRONX,10456.0,40.828846,-73.90312,Backing Unsafely,Taxi,2018-06-01 02:00:00,June,2,Friday,1,No Damage,rain
MANHATTAN,10003.0,40.732346,-73.98495,Failure to Yield Right-of-Way,Taxi,2018-06-01 23:52:00,June,23,Friday,1,No Damage,rain
MANHATTAN,10033.0,40.847458,-73.944244,Following Too Closely,Taxi,2018-06-03 19:30:00,June,19,Sunday,3,No Damage,rain
MANHATTAN,10036.0,40.75484,-73.98412,Driver Inattention/Distraction,Taxi,2018-06-07 22:35:00,June,22,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10035.0,40.804066,-73.93267,Passenger Distraction,Taxi,2018-06-06 18:40:00,June,18,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10036.0,40.75671,-73.986465,Other Vehicular,Taxi,2018-06-01 19:45:00,June,19,Friday,1,Injured or Killed,rain
BROOKLYN,11222.0,40.73225,-73.95196,Passing or Lane Usage Improper,Taxi,2018-06-04 17:30:00,June,17,Monday,4,No Damage,rain
QUEENS,11105.0,40.772655,-73.90096,Failure to Yield Right-of-Way,Taxi,2018-06-02 16:00:00,June,16,Saturday,2,Injured or Killed,rain
QUEENS,11377.0,40.75399,-73.90031,Unsafe Lane Changing,Taxi,2018-06-11 06:50:00,June,6,Monday,11,No Damage,rain
BRONX,10458.0,40.867428,-73.88957,Unspecified,Taxi,2018-06-04 14:52:00,June,14,Monday,4,No Damage,rain
MANHATTAN,10011.0,40.742283,-74.004425,Following Too Closely,Taxi,2018-06-09 00:20:00,June,0,Saturday,9,No Damage,clear
QUEENS,11365.0,40.737934,-73.792046,Unspecified,Taxi,2018-06-04 23:20:00,June,23,Monday,4,No Damage,rain
BRONX,10470.0,40.895527,-73.86348,Unspecified,Taxi,2018-06-09 11:35:00,June,11,Saturday,9,No Damage,clear
MANHATTAN,10013.0,40.71875,-74.001,Passing Too Closely,Taxi,2018-06-08 20:15:00,June,20,Friday,8,No Damage,partly-cloudy
MANHATTAN,10030.0,40.817226,-73.94231,Backing Unsafely,Taxi,2018-06-03 16:30:00,June,16,Sunday,3,No Damage,rain
BROOKLYN,11218.0,40.64138,-73.969406,Driver Inattention/Distraction,Taxi,2018-06-02 15:05:00,June,15,Saturday,2,Injured or Killed,rain
BROOKLYN,11223.0,40.609253,-73.96905,Passing or Lane Usage Improper,Taxi,2018-06-11 09:00:00,June,9,Monday,11,No Damage,rain
BROOKLYN,11233.0,40.676445,-73.92762,Reaction to Uninvolved Vehicle,Taxi,2018-06-04 09:15:00,June,9,Monday,4,Injured or Killed,rain
BROOKLYN,11211.0,40.711647,-73.95157,Oversized Vehicle,Ambulance,2018-06-07 16:45:00,June,16,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10121.0,40.750015,-73.991356,Driver Inattention/Distraction,Taxi,2018-06-01 00:00:00,June,0,Friday,1,No Damage,rain
